Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
01/06/23 11:28	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	9no: 05/06/23 08:00	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	40-0	5° 2	Mi 16:20-17:00,Mi 17:10-17:50,Mi 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual				300		Publicado		
01/06/23 11:27	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	21vo: 05/06/23 09:30	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	Art 40	3° 3	Ma 17:10-17:50,Ma 17:50-18:30,Ju 15:40-16:20	Presentarse en GEM PAD - Llamado Virtual				300		Publicado		
01/06/23 11:27	Secundario Orientado	LAVALLE	4233 - ALTO DEL OLVIDO	110%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	1er: 05/06/23 10:00	GRAL. ACHA Y SAN MARTÍN S/N . ALTO DEL OLVIDO	40-0	1° 1ª	Lu 08:00-08:40,Lu 08:40-09:20,Ma 12:20-13:00,Mi 11:40-12:20,Mi 12:20-13:00,Vi 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual		adjuntar la documentacion en pdf y jpg del ORIGINAL.		300 Prestaciones S.A		Publicado		
01/06/23 11:26	Primario	GUAYMALLÉN	1471 - TITO O. LACIAR	10%	HORAS CATEDRA COMUNES	2	Tarde	Lengua Extranjera - Inglés	1er: 02/06/23 13:00	SILVANO RODRÍGUEZ 3886 . VILLA NUEVA	Cargo vacante		13.30 a 15.30	Presentarse en el local de la Escuela				Línea 200, 500 y 900		Publicado		
01/06/23 11:26	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	7mo: 05/06/23 09:00	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	40-0	5° 1	Ju 13:30-14:10,Ju 14:10-14:50,Ju 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual				300		Publicado		
01/06/23 11:26	Inicial	LAS HERAS	0143 - J.I.N. CERRO SIETE COLORES/SEDE-COMBATE DE POTRERILLOS	110%	MAESTRO DE JARDIN		Mañana		1er: 05/06/23 10:00	Gral. Las Heras S/N . USPALLATA	Cargo vacante	Sala 4 G	Lu 09:20-12:50,Ma 09:20-12:50,Mi 09:20-12:50,Ju 09:20-12:50,Vi 09:20-12:50	Dirección del Jardín			Toma de posesión inmediata.	ANDESMAR		Publicado		
01/06/23 11:24	Secundario Orientado	LUJÁN DE CUYO	4033 - LAUREANA FERRARI DE OLAZABAL	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	7mo: 02/06/23 11:30	REPÚBLICA DE SIRIA 346 . LUJÁN (CIUDAD)	Cargo vacante	1° 1	Mi 11:40-12:20,Mi 12:20-13:00,Ju 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual			Presentar documentación reglamentaria vigente y legible.			Publicado		
01/06/23 11:24	Centro de Capacitación para el Trabajo	GODOY CRUZ	6002 - DOLORES P. DE HUISI	80%	MAESTRO M.ESPECIALES CAP. LABORAL		Mañana	TRABAJO CON ENERGÍA ELÉCTRICA	4vo: 02/06/23 12:00	JUAN DOMINGO PERÓN S/N B° SARMIENTO . PTE. SARMIENTO	Cargo vacante	Módulo I ELECTRICIDAD	Ma 08:30-11:30,Ju 08:30-11:30	Presentarse en GEM PAD - Llamado Virtual			FORMACIÓN PROFESIONAL : ENERGÍAS RENOVABLES- NORMATIVA VIGENTE RES. 248-D.E.T. Y T. -22. La postulación se hará efectiva desde el 4to llamado en adelante. Enviar documentación reglamentaria en un único archivo PDF al correo Institucional cct6002sup@gmail.com	LÍNEAS 400 -900		Publicado		
01/06/23 11:23	Secundario Técnico	SAN RAFAEL	4004 - MERCEDES ÁLVAREZ DE SEGURA	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Formación Ética y Ciudadana	1er: 05/06/23 08:00	LUZURIAGA 20 B° CENTRO . SAN RAFAEL CIUDAD	44-0	5° 2	Ma 14:00-14:40,Ma 14:40-15:20,Ma 15:25-16:05	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 11:21	Primario	MAIPÚ	1049 - JUANA S. DE PERALTA	80%	HORAS CATEDRA COMUNES	10	Mañana		8vo: 02/06/23 11:30	PERITO MORENO S/N . RODEO DEL MEDIO	Cargo vacante	Fortalecimiento de las Trayectorias In.Pedag.	Lu 11:15-13:15,Ma 11:15-13:15,Mi 11:15-13:15,Ju 11:15-13:15,Vi 11:15-13:15	Presentarse en la institución				Grupo 750 y 10 Mendotran 854- 855- 921-970		Publicado		
01/06/23 11:19	Secundario Orientado	GUAYMALLÉN	4009 - HERMINIA MORALES DE RAMPONI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación y Contextos	6to: 02/06/23 11:20	ESPAÑA Y ALPATACAL S/N . VILLA NUEVA	Art. 48	3° 4°	Ma 17:40-18:20,Ma 18:20-19:00,Ju 16:10-16:50	Presentarse en GEM PAD - Llamado Virtual				200		Publicado		
01/06/23 11:14	Primario	LUJÁN DE CUYO	1634 - ISLA SOLEDAD	110%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 02/06/23 11:15	RUTA NACIONAL 40 S/N . ANCHORIS	art 48	5° unica	Lu 08:15-12:45,Ma 08:15-12:45,Mi 08:15-12:45,Ju 08:15-12:45,Vi 08:15-12:45	En la institución	Prof. Olga Mamani Taquichiri			Transporte Cata- 850		Publicado		
01/06/23 11:14	Secundario Orientado	LAS HERAS	4088 - MARIO CASALE	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	2do: 05/06/23 08:00	DR. MORENO 1420 . LAS HERAS	40-0	2° 2	Vi 08:00-08:40,Vi 08:40-09:20,Vi 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 11:12	Inicial	GODOY CRUZ	0005 - 26 DE SETIEMBRE	60%	HORAS CATEDRA COMUNES	6	MAÑANA Y TARDE		15vo: 07/06/23 13:00	JUNCAL 1367 B° CEC . VILLA HIPODROMO	05-4		Mi 14:00-17:00,Ju 09:00-12:00	"JIE Nº0-005 ""26 DE SETIEMBRE"", JUNCAL Nº 1.367 DE VILLA HIPÓDROMO -GODOY CRUZ"	TÍTULO HABILITANTE, BONO DE PUNTAJE, DNI, CUIL, PSICOFÍSICO, DECLARACIÓN JURADA DE CARGOS Y CERTIFICADO DE ANTECEDENTES PENALES.		TOMA DE POSESIÓN INMEDIATA	440-441-442-443-532-730-731		Publicado		
01/06/23 11:12	Secundario Técnico	GUAYMALLÉN	4118 - SAN JOSE	10%	HORAS CATEDRA MEDIA TÉCNICA	7	Mañana	Lengua	2do: 02/06/23 11:30	URUGUAY 670 . SAN JOSÉ	40-0	2° 09º	Lu 09:50-10:30,Lu 10:40-11:20,Lu 11:20-12:00,Ma 07:45-08:25,Ma 08:25-09:05,Ju 07:45-08:25,Ju 08:25-09:05	Presentarse en GEM PAD - Llamado Virtual		PRESENTAR DOCUMENTACIÒN REGLAMENTARIA		GRUPO 500, 200, 300, 120		No Cubierto		
01/06/23 11:12	Educación Especial	LUJÁN DE CUYO	2011 - DR. ROMELIO R.VILLALOBOS	80%	MAESTRO SECRETARIO ESC. DIFERENCIADA		Alternado		1er: 02/06/23 13:00	PROLONG.CHICLANA Y ANGEL MOSCONI S/N . LUJÁN	38-0		Lu 13:30-17:00,Ma 13:30-17:00,Mi 13:30-17:00,Ju 13:30-17:00,Vi 13:30-17:00	Escuela: 2011 - DR. ROMELIO R.VILLALOBOS		Maestros/as titulares con 10 años de antigüedad como titulares de la escuela concursada.	Doc. a presentar: DNI original y copia, CUIL, declaración jurada, certificado psicofísico docente y jerárquico, certificado de antigüedad y asistencia. Cert antecedentes penales.			Publicado		
01/06/23 11:11	Secundario Orientado	SAN RAFAEL	4244 - GRISELDA GUILLÉN	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua y Literatura	3er: 21/06/23 11:15	GUILLEN S/N - PUEBLO NUEVO B° Real del Padre . REAL DEL PADRE	40-0	5° 1ra.	Lu 08:10-08:50,Ju 07:30-08:10,Ju 08:10-08:50	Presentarse en GEM PAD - Llamado Virtual			SIN MOVILIDAD			Publicado		
01/06/23 11:11	Inicial	SAN RAFAEL	0105 - NUESTRA SRA. DE FATIMA	110%	HORAS CATEDRA COMUNES	12	Mañana y Tarde	MÚSICA	1er: 02/06/23 11:15	AMAPOLA 156 B° La Isla . CIUDAD	Cargo vacante		Lu 09:10-12:15,Ju 13:45-16:50,Vi 09:10-12:15,Vi 13:45-16:50	Amapola 156 - Isla Río Diamante			Toma de posesión inmediata	Autotransporte Iselin y Buttini		No Cubierto		
01/06/23 11:10	Primario	MALARGÜE	1494 - GENDARME ARGENTINO	80%	HORAS CATEDRA COMUNES	9	Mañana	Educación Artística: Artes Visuales	1er: 02/06/23 11:30	JUAN A MAZA 1660 B° BASTÍAS . MALARGÜE	50-B		Lu 08:00-11:00,Ma 08:00-12:00,Mi 08:00-10:00	Escuela.			En un todo de acuerdo con la reglamentación vigente, hasta agotar instancias.			Publicado		
01/06/23 11:07	Secundario Orientado	LAVALLE	4233 - ALTO DEL OLVIDO	110%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (A) Teatro	4vo: 05/06/23 09:00	GRAL. ACHA Y SAN MARTÍN S/N . ALTO DEL OLVIDO	40-0	2° 2ª	Mi 10:10-10:50,Mi 10:50-11:30	Presentarse en GEM PAD - Llamado Virtual		MOVILIDAD : LINEA 300 PRESTACIONES S.A.				Publicado		
01/06/23 11:06	Secundario Técnico	GRAL. ALVEAR	4105 - ESCUELA TECNICA BACHILLER ( 8105)	80%	HORA CATEDRA MENSUAL-ALBERGUE	6	Mañana	Instalaciones y Proyectos Industriales	2do: 02/06/23 11:30	PROLONGACION ARTAZA E ISLAS MALVINAS S/N . BOWEN	Cargo vacante	6° U	Mi 10:30-11:10,Mi 11:10-11:50,Mi 11:50-12:30,Vi 13:30-15:40	Presentarse en GEM PAD - Llamado Virtual		Contar con Certificado de Aptitud Psicofísico Docente y Psicofísico Complementario de Escuela Albergue	Adjuntar Documentación Legible en Formato P.D.F. (Originales)			No Cubierto		
01/06/23 11:06	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Lengua Extranjera - Inglés	5to: 02/06/23 11:10	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	RES-1093	2° 2	Ma 11:00-11:40,Vi 10:10-10:50,Vi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE APTITUD CON FECHA DE EMISIÓN Y CERTIFICADO DE ANTECEDENTE PENALES		350-315		No Cubierto		
01/06/23 11:05	Secundario Orientado	LAVALLE	4233 - ALTO DEL OLVIDO	110%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (A) Teatro	4vo: 05/06/23 08:00	GRAL. ACHA Y SAN MARTÍN S/N . ALTO DEL OLVIDO	40-0	2° 1ª	Mi 08:00-08:40,Mi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual		movilidad: PRESTACIONES S.A. GRUPO 300				Publicado		
01/06/23 11:04	Secundario Orientado	GODOY CRUZ	4051 - DR. AMÉRICO CALÍ	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	13vo: 05/06/23 15:00	SALVADOR CIVIT Y CORREDOR DEL OESTE s/n B° El RUISEÑOR . GODOY CRUZ	52-0	3° 1°	Ma 17:10-17:50,Ma 17:50-18:30,Mi 14:50-15:30	Presentarse en GEM PAD - Llamado Virtual			Documentación Reglamentaria Teléfono: 4224487 dge4051@mendoza.edu.ar	462-463-905-910-		Publicado		
01/06/23 11:04	Secundario Orientado	GODOY CRUZ	4051 - DR. AMÉRICO CALÍ	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Tecnológica	1er: 05/06/23 14:00	SALVADOR CIVIT Y CORREDOR DEL OESTE s/n B° El RUISEÑOR . GODOY CRUZ	40-0	2° 3°	Ju 13:30-14:10,Ju 14:10-14:50,Ju 14:50-15:30	Presentarse en GEM PAD - Llamado Virtual			DOCUMENTACIÓN REGLAMENTARIA TELÉFONO: 4224487 dge4051@mendoza.edu.ar	462-463-905-910-		Publicado		
01/06/23 11:03	Secundario Orientado	LAVALLE	4224 - DR. TOMÁS LUIS APPUGLIESE	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	11vo: 02/06/23 12:00	Dorrego s/Nª B° Solares del Norte . VILLA TULUMAYA (CIUDAD)	61-0	4° 1	Ma 10:50-11:30,Ma 11:40-12:20,Ma 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual				PRESTACIONES		No Cubierto		
01/06/23 11:01	Inicial	CAPITAL	1313/1 - BEATRIZ FALCITELLI	10%	MAESTRO DE JARDIN		Mañana		1er: 02/06/23 11:05	AMEGHINO 445 . CUARTA SECCION	40	Sala 5 A	de 8:00 a 12.30	la institucion escolar		TOMA DE POSESIÓN INMEDIATA	LA SALA PERTENECE AL PROGRAMA 1000 SALAS.	330		Publicado		
01/06/23 10:59	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	5	Mañana y Tarde	Matemática	1er: 02/06/23 14:30	AV.MENDOZA 1557 . MONTE COMAN	Res.1093/11	4° 1	Lu 09:30-10:10,Lu 10:10-10:50,Vi 14:40-15:20,Vi 15:20-16:00,Vi 16:10-16:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:58	Primario	LUJÁN DE CUYO	1216 - NICOLÁS AVELLANEDA	60%	HORAS CATEDRA COMUNES	10	Mañana		1er: 02/06/23 11:00	JUAN XXIII 467 . LUJÁN		Fortalecimiento de las Trayectorias 2,3	Lu 11:30-13:30,Ma11:30-13:30,Mi11:30-13:30,Ju11:30-13:30,Vi11:30-13:30	En la Escuela		Hasta agotar instancias, con toma de poseción inmediata.		Linea 700		Publicado		
01/06/23 10:58	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	6	Tarde	Matemática	1er: 02/06/23 14:00	AV.MENDOZA 1557 . MONTE COMAN	Res.1093/11	1° 1	Lu 14:40-15:20,Lu 15:20-16:00,Ma 13:15-13:55,Ma 13:55-14:35,Ju 16:10-16:50,Ju 16:50-17:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:57	Secundario Orientado	LAS HERAS	4088 - MARIO CASALE	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	3er: 02/06/23 11:30	DR. MORENO 1420 . LAS HERAS	40-0	2° 4	Ma 16:30-17:30,Ju 16:30-17:30	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
01/06/23 10:57	Secundario Técnico	SAN RAFAEL	4043 - ANTONIO DI BENEDETTO	110%	HORAS CATEDRA MEDIA TÉCNICA	7	Tarde	Lengua	2do: 02/06/23 12:00	CORONEL CAMPOS S/N . RAMA CAIDA	40	2° 2	Lu 15:20-16:00,Lu 16:10-16:50,Mi 16:10-16:50,Mi 16:50-17:30,Vi 15:20-16:00,Vi 16:10-16:50,Vi 16:50-17:30	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
01/06/23 10:57	Inicial	GUAYMALLÉN	0168/1 - J.I.N. 0-168 s/n	60%	MAESTRO DE JARDIN		Mañana	Nivel Inicial sala 4	1er: 02/06/23 11:30	CORREA SAA Y VENEZUELA S/N . PEDRO MOLINA	44	Sala 4 C	Lu 09:00-12:30,Ma 09:00-12:30,Mi 09:00-12:30,Ju 09:00-12:30,Vi 09:00-12:30	Presentarse JIN 0168 - Llamado presencial				530		Publicado		
01/06/23 10:56	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Lengua Extranjera	1er: 02/06/23 17:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	5° 1º	Lu 10:55-11:35,Ma 08:00-08:40,Ma 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:56	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Lengua Extranjera	1er: 02/06/23 16:30	AV.MENDOZA 1557 . MONTE COMAN	44-0	4° 1	Ju 13:15-13:55,Ju 13:55-14:35,Ju 14:40-15:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:54	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Lengua Extranjera	1er: 02/06/23 16:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	3° 2	Ju 09:30-10:10,Ju 10:10-10:50,Ju 10:55-11:35	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:54	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Lengua Extranjera	1er: 02/06/23 15:30	AV.MENDOZA 1557 . MONTE COMAN	44-0	3° 1º	Ma 14:40-15:20,Ma 15:20-16:00,Mi 16:50-17:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:52	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Lengua Extranjera	1er: 02/06/23 15:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	2° 1	Lu 10:10-10:50,Ma 13:15-13:55,Ma 13:55-14:35	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:51	Secundario Técnico	SAN RAFAEL	4043 - ANTONIO DI BENEDETTO	110%	HORAS CATEDRA MEDIA TÉCNICA	6	Tarde	Ciencias Sociales: Historia-Formación Ética y Ciudadana	1er: 02/06/23 10:55	CORONEL CAMPOS S/N . RAMA CAIDA	44	2° 1	Lu 16:10-16:50,Lu 16:50-17:30,Lu 17:30-18:10,Mi 16:10-16:50,Mi 16:50-17:30,Mi 17:30-18:10	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
01/06/23 10:51	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana y Tarde	Lengua Extranjera	1er: 05/06/23 14:30	AV.MENDOZA 1557 . MONTE COMAN	44-0	1° 2º	Mi 14:40-15:20,Mi 15:20-16:00,Mi 16:10-16:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:51	Secundario Orientado	CAPITAL	4083 - AGUSTÍN ÁLVAREZ	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Francés	5to: 08/06/23 09:00	CHILE 1050 . PRIMERA SECCION	ART.61	2° 3ra	Ma 07:45-08:25,Ma 08:25-09:05,Ju 09:55-10:35	Presentarse en GEM PAD - Llamado Virtual		presentar cert de antecedentes penales vigente	El alta es el día que realiza la efectiva prestación de servicio. Traer toda la documentacion presentada en el llamado impresa incluida la DDJJ y el Bono de Puntaje			Publicado		
01/06/23 10:50	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Lengua Extranjera	1er: 05/06/23 14:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	1° 1	Mi 10:10-10:50,Mi 10:55-11:35,Mi 11:35-12:15	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:47	Educación Especial	SAN MARTÍN	2008 - DR. ERNESTO MATONS	30% + 10% radio	HORAS CATEDRA EDUCACIÓN DIFERENCIADA	3	Tarde		5to: 02/06/23 10:55	Abdala 50 B° - . SAN MARTÍN	Cargo vacante	Múltiple Domiciliario D	Lu 14:00-15:30,Ma 14:00-15:30	Escuela	Docente especial con orientación en discapacidad intelectual		Hasta agotar instancias y/o carpeta de antecedentes, documentación reglamentaria	Dicetours-Nueva eneración		Publicado		
01/06/23 10:46	Secundario Orientado	SAN MARTÍN	4194 - FABIAN CATROPPA MARTÍN	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	3er: 05/06/23 09:10	NANCLARES S/N N. CALIFORNIA . NUEVA CALIFORNIA	40-0	1° 1	Lu 10:50-11:25,Lu 11:35-12:10,Lu 12:10-12:45	Presentarse en GEM PAD - Llamado Virtual				310-750		Publicado		
01/06/23 10:45	Secundario Técnico	JUNIN	4055 - PRESBITERO CONSTANTINO SPAGNOLO	80%	HORAS CATEDRA MEDIA TÉCNICA	2	Mañana	Educación Artística (B) Música	1er: 05/06/23 10:00	NICOLÁS VIDELA S/N . JUNIN	40-0	1° 3	Mi 07:50-08:30,Mi 08:30-09:10	Presentarse en GEM PAD - Llamado Virtual				CON MOVILIDAD		Publicado		
01/06/23 10:45	Secundario Orientado	SAN MARTÍN	4194 - FABIAN CATROPPA MARTÍN	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	3er: 05/06/23 09:15	NANCLARES S/N N. CALIFORNIA . NUEVA CALIFORNIA	40-0	1° 2°	Lu 10:15-10:50,Vi 09:30-10:05,Vi 10:15-10:50	Presentarse en GEM PAD - Llamado Virtual				310-750		Publicado		
01/06/23 10:43	Secundario Técnico	SAN RAFAEL	4017 - BERNARDINO IZUEL	80%	HORAS CATEDRA MEDIA TÉCNICA	6	Mañana y Tarde	Ciencias Sociales: Historia-Formación Ética y Ciudadana	3er: 05/06/23 08:00	25 DE MAYO Y SAN MARTÍN . VILLA ATUEL	44-0	2° 1º	Ju 11:00-11:40,Ju 11:45-12:25,Ju 12:25-13:05,Vi 07:30-08:10,Vi 08:10-08:50,Vi 08:55-09:35	Presentarse en GEM PAD - Llamado Virtual			se dará alta con la toma de posesión y efectiva prestación del servicio en el local escolar	coincidente		Publicado		
01/06/23 10:43	Primario	LUJÁN DE CUYO	1157 - JUAN BAUTISTA AZOPARDO	100%	MAESTRO ENSEÑANZA COMUN		Mañana		2do: 02/06/23 10:45	COBOS Y FUNES S/N . AGRELO	44-0	4° A	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	PRESENCIAL en la institución			- HASTA AGOTAR INSTANCIAS- POSESIÓN INMEDIATA	Linea CATA766-713-714		No Cubierto		
01/06/23 10:42	Primario	GUAYMALLÉN	1279 - FRAY BENITO LAMAS	80%	MAESTRO M. ESPECIALES COMUN		M y T	Educación Física	1er: 02/06/23 13:00	ROCA 5117 . BUENA NUEVA	52		Lu 08:00-12:30,Mi 13:30-18:00,Ju 08:00-12:30,Vi 13:30-18:00	Presentarse en Escuela				554 Paraguay por Roca por acceso este		Publicado		
01/06/23 10:42	Secundario Orientado	GODOY CRUZ	4068 - PROF. ATILIO ANASTASI	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Sistema de Información Contable I (PP 2)	13vo: 08/06/23 12:30	M. HOYOS MZ. 12 y Lago Hermoso S/N B° DOLORES PRATS DE HUISI . PTE. SARMIENTO	40-0	3° 3°	Ma 09:20-10:00,Ma 10:10-10:50,Ju 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:42	Primario	MALARGÜE	1494 - GENDARME ARGENTINO	80%	MAESTRO M. ESPECIALES COMUN		Tarde	Educación Artística: Artes Visuales	1er: 02/06/23 11:00	JUAN A MAZA 1660 B° BASTÍAS . MALARGÜE	50-B		Lu 13:30-18:00,Ma 13:30-18:00,Mi 13:30-18:00,Ju 08:00-12:30	Presentarse en Escuela			En un todo de acuerdo con la reglamentación vigente, hasta agotar instancias.			No Cubierto		
01/06/23 10:42	Secundario Técnico	JUNIN	4055 - PRESBITERO CONSTANTINO SPAGNOLO	80%	HORAS CATEDRA MEDIA TÉCNICA	2	Mañana	Educación Artística (B) Música	1er: 02/06/23 11:00	NICOLÁS VIDELA S/N . JUNIN	40-0	1° 2	Lu 09:15-09:55,Lu 09:55-10:35	Presentarse en GEM PAD - Llamado Virtual				CON MOVILIDAD		No Cubierto		
01/06/23 10:42	Secundario Orientado	GODOY CRUZ	4068 - PROF. ATILIO ANASTASI	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Mañana	Resoluciones Lógicas	14vo: 02/06/23 12:00	M. HOYOS MZ. 12 y Lago Hermoso S/N B° DOLORES PRATS DE HUISI . PTE. SARMIENTO	Cargo vacante	4° 2°	Lu 09:20-10:00,Lu 10:10-10:50,Lu 10:50-11:30,Ma 10:10-10:50,Ma 10:50-11:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
01/06/23 10:40 | Cancelado	Primario	MALARGÜE	1494 - GENDARME ARGENTINO	80%	HORAS CATEDRA COMUNES	9	Mañana	Educación Artística: Artes Visuales	1er: 02/06/23 11:30	JUAN A MAZA 1660 B° BASTÍAS . MALARGÜE	50-B		Lu 08:00-11:00,Ma 08:00-12:00,Mi 08:00-10:00	Escuela.			En un todo de acuerdo con la reglamentación vigente, hasta agotar instancias.			Cancelado	Información errónea.	
01/06/23 10:40 | Cancelado	Primario	LUJÁN DE CUYO	1216 - NICOLÁS AVELLANEDA	60%	HORAS CATEDRA COMUNES	10	Mañana		1er: 02/06/23 11:00	JUAN XXIII 467 . LUJÁN		Fortalecimiento de las Trayectorias 2,3	Lu 11:30-14:30,Ma 11:30-14:30,Mi 11:30-14:30,Ju 11:30-14:30,Vi 11:30-14:30	En la Escuela		Hasta agotar instancias ,con poseción inmediata		Línea 700		Cancelado	Por error en la información	
01/06/23 10:37	Primario	GODOY CRUZ	1669 - AQUILES WILSON MAZZIOTTI	80%	MAESTRO ENSEÑANZA COMUN		Mañana	TODAS LAS AREAS	1er: 02/06/23 10:45	AZUL Y CABO SAN ANTONIO S/N B° CHILE I . LAS TORTUGAS	art 44	4° A	DE LUNES A VIERNES DE 08:00 A 15:00	ESCUELA MAZZIOTTI CALLE AZUL Y CABO SAN ANTONIO BARRIO CHILE II GODOY CRUZ		HASTA AGOTAR INSTANCIAS	JORNADA COMPLETA	LINEAS 400-600-300- 800-900		Publicado		
01/06/23 10:35	Primario	MAIPÚ	1750 - S/NOMBRE	80%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 02/06/23 10:40	J Correa y Santa Clara S/N B° CORAZÓN DE JESÚS . GENERAL GUTIÉRREZ	40-0	2° ÚNICA	LUNES A VIERNES DE 8:00HS A 15:00HS	en la escuela		JORNADA COMPLETA DE 7 HORAS OPCIONAL	HASTA AGOTAR INSTANCIAS			Publicado		
01/06/23 10:34	Primario	CAPITAL	1543 - JULIO CÉSAR RAFFO DE LA RETA	80%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 02/06/23 11:00	POTRERILLOS Y VILLAVICENCIO S/N B° SAN MARTÍN . SEXTA SECCION	50 B	3° A	Jornada completa de 8 a 15hs	Escuela						Publicado		
