Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
23/05/23 11:33	CENS	GODOY CRUZ	3411 - MARIO RAFAEL CORTIJO	10%	HORAS CATEDRA C.E.N.S.	2	Tarde	Teoría y Gestión de las Organizaciones	1er: 24/05/23 15:00	HUNGRÍA 800 B° Bancario . VILLA HIPODROMO	art 61	3º Ciclo 1	Ma 14:30-15:10,Ma 15:10-15:50	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:32	Centro de Capacitación para el Trabajo	MAIPÚ	"6064 - ""SUPERVISORA AURORA ESTER JIMÉNEZ"""	80%	MAESTRO M.ESPECIALES CAP. LABORAL		Mañana	Electricidad	12vo: 24/05/23 11:35	MAZA Y AZCUÉNAGA S/N . LUNLUNTA	61-0	Modulo 1 Nivel 2	Lu 08:15-12:15,Ma 08:15-12:15,Mi 08:15-12:15,Ju 08:15-12:15,Vi 08:15-12:15	Presentarse en GEM PAD - Llamado Virtual				830,860,861,863,840 y 780		No Cubierto		
23/05/23 11:32	Primario	CAPITAL	1601 - DR. DIEGO PAROISSIEN	10%	HORAS CATEDRA COMUNES	13	Tarde		1er: 24/05/23 13:00	METRAUX S/N B° SANIDAD . SEXTA SECCION	Cargo vacante		L 12:30 hasta 15:00 hs M 12:30 hasta 15:00 hs M 12:30 hasta 15:00 J 12:00 hasta 15:00 V 12:30 hasta 15:00,hs	Escuela				grupo 300 y 301 -651 y 652		Publicado		
23/05/23 11:31	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana	Física	3er: 24/05/23 11:35	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	61-0	3° 1	Ma 15:30-16:10,Ma 16:10-16:50,Ju 14:00-14:40,Ju 14:40-15:20	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE APTITUD CON FECHA DE EMISIÓN Y CERTIFICADO DE ANTECEDENTE PENALES		350-315		Cubierto		
23/05/23 11:29	Secundario Orientado	TUNUYÁN	9004 - TORIBIO LUZURIAGA	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Psicología	2do: 24/05/23 11:30	ECHEVERRIA ESQ.9 DE JULIO S/N B° B° SCARABELLI . TUNUYÁN	40-0	4° 4	Mi 11:10-11:50,Ju 07:30-08:10,Ju 08:10-08:50	Presentarse en GEM PAD - Llamado Virtual			ALTA CON TOMA DE POSESION PRESENCIAL INMEDIATA Y EFECTIVA PRESENTACION DEL SERVICIO	CATA		No Cubierto		
23/05/23 11:28	CENS	RIVADAVIA	3462 - ENIO CALZETTI- Bº TITTARELLI- LOS CAMPAMENTOS- RVIA.	80%	HORAS CATEDRA C.E.N.S.	2	Nocturno	Elementos Jurídicos	1er: 24/05/23 21:30	JUANMANUELFANGIO S/N° s/n B° B° TITTARELLI . CAMPAMENTOS	40	2º 1ª DIVISION	Mi 19:40-20:20,Mi 20:30-21:10	Presentarse en GEM PAD - Llamado Virtual		LLAMADO VIRTUAL POR GEM. TENER EN CUENTA LA RES. N° 930-DGE-2005		DICETOURS		Cubierto		
23/05/23 11:28	Primario	GODOY CRUZ	1622 - PADRE PEDRO ARCE	80%	MAESTRO M. ESPECIALES COMUN		Mañana	Auxiliar de informática Educativa	1er: 29/05/23 10:00	V. SARSFIELD Y PUERTO ARGENTINO S/N B° LA GLORIA . LAS TORTUGAS	40-0		Lu 08:00-12:30,Lu 08:00-09:00,Lu 10:20-11:20,Ma 08:00-12:30,Ma 08:00-09:00,Ma 09:10-10:10,Ma 10:20-11:20,Mi 08:00-12:30,Mi 08:00-09:00,Mi 10:20-11:20,Mi 11:30-12:30,Vi 08:00-12:30,Vi 08:00-09:00,Vi 08:00-09:20	Presentarse en forma presencial en la Institución.			Hasta agotar instancias.			Publicado		
23/05/23 11:27	Primario	SAN RAFAEL	1325 - GRAL MANUEL CORVALAN SOTOMAYOR	80 %	MAESTRO ENSEÑANZA COMUN		Mañana	Naturales, Sociales y FEC	3er: 24/05/23 11:30 | 4to: 24/05/23 11:45	ALBERDI Y ESPINOLA S/N B° Ciudad . SAN RAFAEL CIUDAD	44-0	6° C	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	local escolar Alberdi y Espinola			Toma de posesión inmediata			Publicado		
23/05/23 11:26	Primario	GODOY CRUZ	1624 - FRAY LUIS BELTRÁN	40%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 29/05/23 10:00 | 2do: 29/05/23 10:20 | 3er: 29/05/23 10:45 | 4to: 29/05/23 11:00	MATHEU 1830 B° Metalúrgico . SAN FRANCISCO DEL MONTE	40-0	4° B	Lu 08:00-09:00,Lu 11:30-12:30,Ma 08:00-09:00,Ma 10:15-11:15,Ma 11:30-12:30,Mi 08:00-09:00,Mi 09:00-10:00,Mi 11:30-12:30,Ju 08:00-09:00,Ju 10:15-11:15,Ju 11:30-12:30,Vi 08:00-09:00,Vi 09:00-10:00,Vi 10:15-11:15,Vi 11:30-12:30	Presentarse en Matheu N° 1830			Toma de posesión inmediata.	300.400.800,900		No Cubierto		
23/05/23 11:26 | Cancelado	Secundario Técnico	GRAL. ALVEAR	4105 - ESCUELA TECNICA BACHILLER ( 8105)	80%	HORA CATEDRA MENSUAL-ALBERGUE	4	Mañana	Ciencias Naturales	5to: 29/05/23 10:00	PROLONGACION ARTAZA E ISLAS MALVINAS S/N . BOWEN	Cargo vacante	1° 1°	Ma 07:30-08:10,Ma 08:10-08:50,Ju 07:30-08:10,Ju 08:10-08:50	Presentarse en GEM PAD - Llamado Virtual		Contar con Psicofísico Docente y Psicofísico Complementario Escuela Albergue	Adjuntar Documentación Legible en Formato P.D.F. (Originales			Cancelado	Por Error Involuntario en Redacción de Condiciones Adicionales	
23/05/23 11:26	Primario	TUNUYÁN	1067 - ROSA ISABEL TREBES DE TORRES	110%	HORAS CATEDRA COMUNES	2	Mañana	Lengua Extranjera - Inglés	1er: 24/05/23 12:00	SAN MARTÍN Sin . COLONIA LAS ROSAS	40-0	7° U	Mi 10:30-12:30	ESTABLECIMIENTO EDUCATIVO			HASTA AGOTAR INSTANCIAS. PRESENTAR DOCUMENTACIÓN REGLAMENTARIA.	SIN MOVILIDAD		Publicado		
23/05/23 11:25	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	HORAS CATEDRA MEDIA TÉCNICA	10	Tarde	Producción y Servicios Electrónicos II	1er: 29/05/23 10:00	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	40-0	6° 2	Lu 08:00-11:40,Ma 08:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE APTITUD CON FECHA DE EMISIÓN Y CERTIFICADO DE ANTECEDENTE PENALES		350-315		No Cubierto		
23/05/23 11:25	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	HORAS CATEDRA MEDIA TÉCNICA	10	Tarde	Producción y Servicios Electrónicos I	1er: 29/05/23 09:30	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	40-0	5° 2	Mi 08:00-11:40,Ju 08:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE APTITUD CON FECHA DE EMISIÓN Y CERTIFICADO DE ANTECEDENTE PENALES		350-315		No Cubierto		
23/05/23 11:25	Secundario Orientado	LAVALLE	4224 - DR. TOMÁS LUIS APPUGLIESE	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Lenguaje Artístico Complementario - Audiovisual	2do: 24/05/23 11:30	Dorrego s/Nª B° Solares del Norte . VILLA TULUMAYA (CIUDAD)	40-0	5° 1	Mi 11:40-12:20,Mi 12:20-13:00,Ju 10:50-11:30,Ju 11:40-12:20	Presentarse en GEM PAD - Llamado Virtual			LA ESCUELA SE ENCUENTRA A 1.5 KM DE LA TERMINAL DE LAVALLE	PRESTACIONES		No Cubierto		
23/05/23 11:24	CENS	RIVADAVIA	3462 - ENIO CALZETTI- Bº TITTARELLI- LOS CAMPAMENTOS- RVIA.	80%	HORAS CATEDRA C.E.N.S.	2	Nocturno	Formación Ética y Ciudadana	1er: 24/05/23 20:15	JUANMANUELFANGIO S/N° s/n B° B° TITTARELLI . CAMPAMENTOS	40	1º 1ª DIVISION	Mi 21:10-21:50,Mi 21:50-22:30	Presentarse en GEM PAD - Llamado Virtual		LLAMADO VIRTUAL POR GEM. TENER EN CUENTA LA RES. N° 930-DGE-2005.		DICETOURS		No Cubierto		
23/05/23 11:24	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	AYUDANTE DE TRABAJOS PRACTICOS				1er: 29/05/23 09:00	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	40-0		Lu 14:00-18:00,Ma 14:00-18:00,Mi 14:00-18:00,Ju 14:00-18:00,Vi 14:00-18:00	Presentarse en GEM PAD - Llamado Virtual		certificado de aptitud con fecha de emisión y certificado de antecedente penales		350-315		No Cubierto		
23/05/23 11:23	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Educación Física	1er: 24/05/23 16:30	AV.MENDOZA 1557 . MONTE COMAN	44-0	4° 1	Lu 10:55-11:35,Lu 11:35-12:15,Mi 10:10-10:50	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:22	Secundario Orientado	GUAYMALLÉN	4136 - JORGE LUIS BORGES	10%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Matemática	2do: 24/05/23 12:00	Alberdi 531 B° SAN JOSÉ . SAN JOSÉ	40-0	3° 1	Mi 09:30-10:10,Mi 10:10-10:50,Vi 11:40-12:20,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:22	Secundario Técnico	GODOY CRUZ	4020 - ING.GABRIEL DEL MAZO	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Mediciones Electrónicas II	27vo: 29/05/23 08:30	JUAN G. GODOY 757 . SAN FRANCISCO DEL MONTE	40	5° 1	Lu 08:00-08:40,Lu 08:40-09:20,Ma 08:00-08:40	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
23/05/23 11:21	Secundario Técnico	GODOY CRUZ	4020 - ING.GABRIEL DEL MAZO	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Tarde	Electrónica Industrial y de Potencia	36vo: 29/05/23 08:30	JUAN G. GODOY 757 . SAN FRANCISCO DEL MONTE	61	6° 3	Ju 17:10-17:50,Ju 17:50-18:30,Vi 15:00-15:40,Vi 15:40-16:20	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
23/05/23 11:21	Secundario Orientado	SAN RAFAEL	4235 - EDUARDO PLATERO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Producción Artística Interdisciplinar (PP 2)	1er: 29/05/23 08:15	SUCRE 1540 B° Bº POLICIAL . CIUDAD	40-0	4° 1a	Mi 09:10-09:50,Mi 09:50-10:30,Mi 10:40-11:20	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:21	Secundario Técnico	GODOY CRUZ	4030 - PROFESOR ÁNGEL CERVERA	60%	HORAS CATEDRA MEDIA TÉCNICA	6	Tarde	Estática Plana	3er: 24/05/23 12:00	CHUQUISACA 740 B° VANDOR . GODOY CRUZ	44-0	4° 2º TECNICA	Ju 13:30-14:10,Ju 14:10-14:50,Ju 15:00-15:40,Vi 13:30-14:10,Vi 14:10-14:50,Vi 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual				310		No Cubierto		
23/05/23 11:20	Secundario Orientado	SAN RAFAEL	4235 - EDUARDO PLATERO	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (C) Artes Visuales	1er: 29/05/23 07:30	SUCRE 1540 B° Bº POLICIAL . CIUDAD	40-0	2° 1a	Vi 09:50-10:30,Vi 10:40-11:20	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
23/05/23 11:20	CENS	RIVADAVIA	3462 - ENIO CALZETTI- Bº TITTARELLI- LOS CAMPAMENTOS- RVIA.	80%	PRECEPTOR		Rotativo		1er: 24/05/23 19:00	JUANMANUELFANGIO S/N° s/n B° B° TITTARELLI . CAMPAMENTOS	40		Lu 19:00-22:30,Ma 19:00-22:30,Mi 19:00-22:30,Ju 19:00-22:30,Vi 19:00-22:30	Presentarse en GEM PAD - Llamado Virtual		LLAMADO VIRTUAL POR GEM. TENER EN CUENTA LA RES. N° 930-DGE-2005.		NUEVA GENERACIÓN		Cubierto		
23/05/23 11:18	Primario	MAIPÚ	1049 - JUANA S. DE PERALTA	80%	HORAS CATEDRA COMUNES	10	Mañana		4to: 24/05/23 11:20	PERITO MORENO S/N . RODEO DEL MEDIO	Cargo vacante	Fortalecimiento de las Trayectorias Innov. Pedag	Lu 11:15-13:15,Ma 11:15-13:15,Mi 11:15-13:15,Ju 11:15-13:15,Vi 11:15-13:15	Presentarse en la institución				Grupo 750 y 10 Mendotran, 854-855-921-970		Publicado		
23/05/23 11:17	Secundario Técnico	LAVALLE	4161 - JOSE MIGUEL GRANEROS	110%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana y Tarde	Riego y Drenaje	12vo: 29/05/23 10:00	CALLE MOYANO S/N B° LA FLORESTA I . GUSTAVO ANDRE	Cargo vacante	4° 2°	Lu 13:20-14:00,Lu 14:00-14:40,Ju 08:00-08:40,Ju 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
23/05/23 11:14 | Cancelado	Secundario Técnico	LAVALLE	4185 - ELENA ELVIRA IMAZIO DE CAVAGNOLA	80%	SECRETARIO		Mañana		1er: 24/05/23 15:00	RUTA PROV. 36 S/N . TRES DE MAYO	Cargo vacante		Lu 08:00-13:00,Ma 08:00-13:00,Mi 08:00-13:00,Ju 08:00-13:00,Vi 08:00-13:00	Presentarse en GEM PAD - Llamado Virtual						Cancelado	error en el procedimiento	
23/05/23 11:14	Secundario Orientado	LAS HERAS	4157 - PATRIA GRANDE	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Física	2do: 24/05/23 12:30	TOMÁS GUIDO 760 B° Amigorena . EL PLUMERILLO	61-0	3° 1º	Mi 10:10-10:50,Mi 10:50-11:30,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual				600 461		No Cubierto		
23/05/23 11:14	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA ADULTOS	3	Mañana	Educación Física	1er: 24/05/23 16:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	3° 1º	Lu 08:00-08:40,Ma 09:30-10:10,Ma 10:10-10:50	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:13	Secundario Orientado	TUNUYÁN	4075 - PRUDENCIO VIDAL AMIEVA	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	6to: 24/05/23 11:30	SANTA FE Y SALTA B°VILLA TUNUYÁN . TUNUYÁN	Cargo vacante	1° 5	Ju 16:55-17:35,Ju 17:35-18:15	Presentarse en GEM PAD - Llamado Virtual			ALTA A PARTIR DE LA TOMA DE POSESIÓN	sin movilidad		No Cubierto		
23/05/23 11:13	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA ADULTOS	3	Mañana	Educación Física	1er: 24/05/23 15:30	AV.MENDOZA 1557 . MONTE COMAN	44-0	2° 2º	Ma 10:55-11:35,Ma 11:35-12:15,Mi 11:35-12:15	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:12	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA ADULTOS	3	Mañana	Educación Física	1er: 24/05/23 15:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	2° 1	Lu 08:40-09:20,Lu 09:30-10:10,Mi 10:55-11:35	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:12	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA ADULTOS	3	Mañana	Educación Física	1er: 24/05/23 14:30	AV.MENDOZA 1557 . MONTE COMAN	44-0	1° 2º	Ma 08:00-08:40,Ma 08:40-09:20,Mi 08:00-08:40	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:12	Secundario Orientado	SAN RAFAEL	4070 - ABELARDO ARIAS BALLOFFET	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Producción Artística Interdisciplinar (PP 1)	5to: 24/05/23 15:00	CEFERINO NAMUNCURA Y PROL. PUEYRREDÓN 800 B° MARTÍN GUEMES . SAN RAFAEL CIUDAD	40-0	4° 1era	Ma 12:00-12:40,Mi 07:40-08:20,Mi 08:20-09:00	Presentarse en GEM PAD - Llamado Virtual			SE DARÁ EL ALTA CON LA EFECTIVA PRESTACIÓN DE SERVICIOS PRESENCIAL.	ISELIN		No Cubierto		
23/05/23 11:12 | Cancelado	Secundario Orientado	LAS HERAS	4147 - CELADOR PABLO DELPIR	60%	HORAS CATEDRA MEDIA ORIENTADA	5	Mañana	Sistema de Información Contable II	1er: 31/05/23 08:30	PROVINCIAS UNIDAS y ABEL ZAPATA S/N B° SAN MIGUEL . PANQUEHUA	50-7	4° 2º	Ma 11:40-12:20,Ma 12:20-13:00,Ju 09:30-10:10,Ju 10:10-10:50,Ju 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE ANTECEDENTES PENALES VIGENTE	HORAS POR CREACIÓN ALTA 01/06/23	300		Cancelado	YA ESTABA PUBLICADO	
23/05/23 11:11	Secundario Técnico	SAN RAFAEL	4116 - JUAN PABLO II	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Educación Física	1er: 24/05/23 14:00	AV.MENDOZA 1557 . MONTE COMAN	44-0	1° 1	Lu 10:10-10:50,Mi 08:40-09:20,Mi 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
23/05/23 11:10	Secundario Técnico	LAVALLE	4161 - JOSE MIGUEL GRANEROS	110%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana y Tarde	Mantenimiento de Máquinas y Equipos	15vo: 29/05/23 10:00	CALLE MOYANO S/N B° LA FLORESTA I . GUSTAVO ANDRE	Cargo vacante	4° 2°	Ma 13:20-14:00,Ma 14:00-14:40,Ma 14:50-15:30	Presentarse en GEM PAD - Llamado Virtual				PRESTACIONES S.A		No Cubierto		
23/05/23 11:10	Secundario Orientado	SAN RAFAEL	4141 - ANTONIO GARBIN	40%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Matemática	1er: 29/05/23 08:00	AV.RODOLFO ISELIN ENTRE SALTA Y SAN JUAN 800 . SAN RAFAEL CIUDAD	40	1° 2	Lu 07:40-08:20,Lu 08:20-09:00,Mi 07:40-08:20,Mi 08:20-09:00,Ju 09:10-09:50,Ju 09:50-10:30	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
23/05/23 11:09	Secundario Orientado	LAS HERAS	4088 - MARIO CASALE	10%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (C) Artes Visuales	1er: 24/05/23 14:00	DR. MORENO 1420 . LAS HERAS	44-0	1° 5	Lu 13:30-14:10,Lu 14:10-14:50	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
23/05/23 11:07	Secundario Orientado	LAS HERAS	4158 - ARRIEROS DEL ANDE	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	3er: 24/05/23 11:15	TOMÁS GUIDO 2660 B° PELLICIER . EL PLUMERILLO	44-0	2° 2º	Vi 13:30-15:30	Presentarse en GEM PAD - Llamado Virtual				606-604-611		Publicado		
23/05/23 11:05	Secundario Orientado	GODOY CRUZ	4052 - JUAN DRAGHI LUCERO	80%	HORAS CATEDRA MEDIA ORIENTADA	7	Mañana	Matemática	1er: 24/05/23 11:10	SOLDADO BAIGORRIA Y MOLUCHES S/N B° HUARPES II . LAS TORTUGAS	40-0	2° 1º	Lu 11:00-11:40,Lu 11:40-12:20,Lu 12:20-13:00,Ju 11:40-12:20,Ju 12:20-13:00,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual				732		No Cubierto		
23/05/23 11:05	Secundario Orientado	TUNUYÁN	9004 - TORIBIO LUZURIAGA	40%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Filosofía	2do: 24/05/23 11:10	ECHEVERRIA ESQ.9 DE JULIO S/N B° B° SCARABELLI . TUNUYÁN	40-0	5° 4	Ma 09:40-10:20,Ma 10:30-11:10,Ma 11:10-11:50,Mi 10:30-11:10	Presentarse en GEM PAD - Llamado Virtual			ALTA CON TOMA DE POSESION PRESENCIAL INMEDITA Y EFECTIVA PRESTACION DEL SERVICIO	CATA		No Cubierto		
23/05/23 11:02	Secundario Técnico	LA PAZ	4182 - AIDA FONT (8182)	110%	HORA CATEDRA MENSUAL-ALBERGUE	2	Mañana y Tarde	Educación Artística (A) Teatro	30vo: 24/05/23 11:15	RUTA NAC. Nº7 Km 866 . DESAGUADERO	40-0	1° SEGUNDA	Mi 10:30-11:10,Mi 11:10-11:50	Presentarse en GEM PAD - Llamado Virtual			ART 40 PTOTECCION A LA MATERNIDAD	SIN MOVILIDAD COINCIDENTE		Cubierto		
23/05/23 11:02	Secundario Orientado	SAN RAFAEL	4229 - DOCTOR HUMBERTO ANTONIO LAGIGLIA	10%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Matemática	3er: 29/05/23 10:45	Avda. D.F. SARMIENTO 487 B° CIUDAD . CIUDAD	40-0	3° 2ª	Ma 07:40-08:20,Ma 08:20-09:00,Vi 10:40-11:20,Vi 11:20-12:00	Presentarse en GEM PAD - Llamado Virtual	La escuela trabaja en modalidad presencial. Se dará el alta con la toma presencial y efectiva prestación del servicio educativo en el local escolar.	El presente llamado virtual se realiza de acuerdo a la Normativa vigente Res 47/03, Ley 6929 - Res 29, Res 946-DGE-2020 y 172 - DGE -17- Res. CFN N°386/21 ART.1 Res. N° 609/22.-	Adjuntar documentación original color. DNI anverso y reverso. Psicofísico Apto, Vigente y Específico. Certificado de Antecedentes Penales.			No Cubierto		
23/05/23 11:01	Secundario Orientado	GUAYMALLÉN	4136 - JORGE LUIS BORGES	10%	HORAS CATEDRA MEDIA ORIENTADA	6	Tarde	Matemática	2do: 24/05/23 11:30	Alberdi 531 B° SAN JOSÉ . SAN JOSÉ	40-0	1° 2	Lu 16:30-17:10,Lu 17:10-17:50,Lu 17:50-18:30,Ma 16:30-17:10,Ma 17:10-17:50,Ma 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
23/05/23 10:59	Secundario Orientado	MAIPÚ	4069 - ALFONSINA STORNI	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	2do: 24/05/23 11:00	TENIENTE CORONEL SEBASTIÁN OLIVERA 1676 B° ANTÁRTIDA ARGENTINA I . LUZURIAGA	Horas vacantes	4° 1°	Mi 16:30-17:30,Vi 16:30-17:30	Presentarse en GEM PAD - Llamado Virtual		Presentar documentación reglamentaria y original.	Toma de posesión inmediata a las 16:30 hs.	Metrotranvía, 865, 866, 935, 936, 940, 941, 950, 951 y 970		Cubierto		
23/05/23 10:58	Educación Especial	MAIPÚ	2027 - ANTENOR RIVEROS	80%	MAESTRO DE GRADO ESC.DIFERENCIADA		Mañana y Tarde	Psicomotricidad	1er: 24/05/23 15:00	Calle 1 y 6 S/N B° GÜEMES . FRAY LUIS BELTRÁN	40-0		Lu 13:30-17:00,Ma 13:00-17:00,Mi 13:30-17:00,Ju 09:00-12:30,Vi 09:00-12:30	Presentarse en edificio escolar	Psicomotricista.		hasta agotar instancias	750 y dicetour		No Cubierto		
23/05/23 10:57	Secundario Orientado	LAS HERAS	4147 - CELADOR PABLO DELPIR	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	1er: 31/05/23 10:00	PROVINCIAS UNIDAS y ABEL ZAPATA S/N B° SAN MIGUEL . PANQUEHUA	Cargo vacante	5° 2°	Vi 14:00-16:00	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE ANTECEDENTES PENALES VIGENTE	HORAS POR CREACIÓN ALTA 01/06/23	300		Publicado		
23/05/23 10:57	Secundario Orientado	LAS HERAS	4147 - CELADOR PABLO DELPIR	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Teoría y Práctica Impositiva	1er: 31/05/23 09:00	PROVINCIAS UNIDAS y ABEL ZAPATA S/N B° SAN MIGUEL . PANQUEHUA	Cargo vacante	5° 2°	Ma 11:40-12:20,Ma 12:20-13:00,Mi 10:10-10:50,Mi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE ANTECEDENTES PENALES	HORAS POR CREACIÓN ALTA 01/06/23	300		Publicado		
23/05/23 10:57	Secundario Orientado	LAS HERAS	4147 - CELADOR PABLO DELPIR	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Sistema de Información Contable III	1er: 31/05/23 08:30	PROVINCIAS UNIDAS y ABEL ZAPATA S/N B° SAN MIGUEL . PANQUEHUA	Cargo vacante	5° 2°	Ju 11:40-12:20,Ju 12:20-13:00,Vi 08:00-08:40,Vi 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE ANTECEDENTES PENALES	HORAS POR CREACIÓN ALTA 01/06/23	300		Publicado		
23/05/23 10:57	Secundario Orientado	MAIPÚ	4076 - ARQ. CARLOS THAYS	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	17vo: 28/05/23 09:00	MZ. K CASA 1 S/N B° MARTÍN GUEMES . FRAY LUIS BELTRÁN	40-0	5° 3º	Lu 10:10-10:50,Lu 11:00-11:40,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
23/05/23 10:57	Secundario Orientado	LAS HERAS	4147 - CELADOR PABLO DELPIR	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Proyecto y Gestión de Microemprendimientos	1er: 30/05/23 11:00	PROVINCIAS UNIDAS y ABEL ZAPATA S/N B° SAN MIGUEL . PANQUEHUA	Cargo vacante	5° 2°	Ma 08:00-08:40,Ma 08:40-09:20,Mi 11:40-12:20,Mi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE ANTECEDENTES PENALES VIGENTE	HORAS POR CREACIÓN ALTA 01/06/23	300		Publicado		
23/05/23 10:57	Secundario Orientado	LAS HERAS	4147 - CELADOR PABLO DELPIR	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Matemática	1er: 30/05/23 10:00	PROVINCIAS UNIDAS y ABEL ZAPATA S/N B° SAN MIGUEL . PANQUEHUA	Cargo vacante	5° 2°	Ma 10:10-10:50,Ma 11:00-11:40,Ju 09:30-10:10,Ju 10:10-10:50	Presentarse en GEM PAD - Llamado Virtual		CERTIFICADO DE ANTECEDENTES PENALES VIGENTE	HORAS POR CREACIÓN ALTA 01/06/23	300		Publicado		
